submission_id,question,response1,startDate,context_picture,sentence_order,domain,experiment_id,problems,enjoyment,item,botresponse,option2,option1,understand,text,target,age,comments,education,target_size,sentences,languages,sex,np,RT,context,sentence2,trial_number,startTime,fairprice,congruence,response2,sentence1,trial_name
1047,How well does each of these sentences describe it? (Click on the slider to provide a rating),53,Mon Dec 02 2019 08:48:33 GMT-0800 (Pacific Standard Time),images/flower-parade-basic.png,0|1,flowers,27,No problems,2,sunflower,mary,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,35,enjoyed this task,graduated_college,0,<b>That's a big sunflower.</b>|<b>That sunflower is big.</b>,English,male,0,9279,You and your friend see the following:,1,3,1575305313744,0.8,0,52,0,custom_slider2
1046,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Mon Dec 02 2019 10:48:35 GMT-0600 (Central Standard Time),NA,NA,NA,27,No issues,2,NA,sarah,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,30,NA,graduated_college,NA,NA,English,male,NA,14445,NA,The chair is blue.,1,1575305315923,0.8,NA,27,The chair is yellow.,custom_warmup
1046,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 10:48:35 GMT-0600 (Central Standard Time),NA,NA,NA,27,No issues,2,NA,sarah,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,30,NA,graduated_college,NA,NA,English,male,NA,6787,NA,The basketball is green.,2,1575305315923,0.8,NA,0,The basketball is orange.,custom_warmup
1046,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 10:48:35 GMT-0600 (Central Standard Time),images/tree-parade-basic.png,1|0,trees,27,No issues,2,sequoia,sarah,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,30,NA,graduated_college,0,<b>That's a big tree.</b>|<b>That tree is big.</b>,English,male,1,13595,You and your friend see the following:,0,1,1575305315923,0.8,0,100,1,custom_slider1
1046,How well does each of these sentences describe it? (Click on the slider to provide a rating),89,Mon Dec 02 2019 10:48:35 GMT-0600 (Central Standard Time),images/dog-parade-basic.png,1|0,dogs1,27,No issues,2,doberman,sarah,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,30,NA,graduated_college,0,<b>That's a big doberman.</b>|<b>That doberman is big.</b>,English,male,0,18476,You and your friend see the following:,0,2,1575305315923,0.8,0,64,1,custom_slider1
1046,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 10:48:35 GMT-0600 (Central Standard Time),images/dog-parade-basic2.png,1|0,dogs2,27,No issues,2,pug,sarah,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,30,NA,graduated_college,1,<b>That's a small pug.</b>|<b>That pug is small.</b>,English,male,0,8164,You and your friend see the following:,0,3,1575305315923,0.8,0,79,1,custom_slider1
1046,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 10:48:35 GMT-0600 (Central Standard Time),images/fish-parade-basic.png,1|0,fish,27,No issues,2,swordfish,sarah,very well,very bad,yes,You also see this swordfish.,warmup/swordfish.jpg,30,NA,graduated_college,0,<b>That's a big fish.</b>|<b>That fish is big.</b>,English,male,1,6234,You and your friend see the following:,0,1,1575305315923,0.8,0,100,1,custom_slider2
1046,How well does each of these sentences describe it? (Click on the slider to provide a rating),96,Mon Dec 02 2019 10:48:35 GMT-0600 (Central Standard Time),images/flower-parade-basic.png,1|0,flowers,27,No issues,2,dandelion,sarah,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,30,NA,graduated_college,1,<b>That's a small flower.</b>|<b>That flower is small.</b>,English,male,1,10633,You and your friend see the following:,0,2,1575305315923,0.8,0,98,1,custom_slider2
1046,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 10:48:35 GMT-0600 (Central Standard Time),images/bird-parade-basic.png,1|0,birds,27,No issues,2,hummingbird,sarah,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,30,NA,graduated_college,1,<b>That's a small hummingbird.</b>|<b>That hummingbird is small.</b>,English,male,0,10672,You and your friend see the following:,0,3,1575305315923,0.8,0,71,1,custom_slider2
1045,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Mon Dec 02 2019 11:27:20 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,NA,1,NA,margaret,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,24,NA,some_college,NA,NA,English,male,NA,8362,NA,The chair is blue.,1,1575304040599,0.8,NA,0,The chair is yellow.,custom_warmup
1045,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 11:27:20 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,NA,1,NA,margaret,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,24,NA,some_college,NA,NA,English,male,NA,4159,NA,The basketball is green.,2,1575304040599,0.8,NA,0,The basketball is orange.,custom_warmup
1045,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 11:27:20 GMT-0500 (Eastern Standard Time),images/fish-parade-basic.png,0|1,fish,27,NA,1,goldfish,margaret,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,24,NA,some_college,1,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,English,male,0,6214,You and your friend see the following:,1,1,1575304040599,0.8,0,100,0,custom_slider1
1045,How well does each of these sentences describe it? (Click on the slider to provide a rating),88,Mon Dec 02 2019 11:27:20 GMT-0500 (Eastern Standard Time),images/flower-parade-basic.png,0|1,flowers,27,NA,1,dandelion,margaret,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,24,NA,some_college,1,<b>That's a small flower.</b>|<b>That flower is small.</b>,English,male,1,5756,You and your friend see the following:,1,2,1575304040599,0.8,0,90,0,custom_slider1
1045,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 11:27:20 GMT-0500 (Eastern Standard Time),images/bird-parade-basic.png,0|1,birds,27,NA,1,hummingbird,margaret,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,24,NA,some_college,1,<b>That's a small hummingbird.</b>|<b>That hummingbird is small.</b>,English,male,0,5746,You and your friend see the following:,1,3,1575304040599,0.8,0,100,0,custom_slider1
1045,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 11:27:20 GMT-0500 (Eastern Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,NA,1,doberman,margaret,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,24,NA,some_college,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,male,1,4912,You and your friend see the following:,1,1,1575304040599,0.8,0,100,0,custom_slider2
1045,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 11:27:20 GMT-0500 (Eastern Standard Time),images/dog-parade-basic2.png,0|1,dogs2,27,NA,1,great dane,margaret,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,24,NA,some_college,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,male,1,6419,You and your friend see the following:,1,2,1575304040599,0.8,0,100,0,custom_slider2
1045,How well does each of these sentences describe it? (Click on the slider to provide a rating),96,Mon Dec 02 2019 11:27:20 GMT-0500 (Eastern Standard Time),images/tree-parade-basic.png,0|1,trees,27,NA,1,sequoia,margaret,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,24,NA,some_college,0,<b>That's a big sequoia.</b>|<b>That sequoia is big.</b>,English,male,0,8552,You and your friend see the following:,1,3,1575304040599,0.8,0,94,0,custom_slider2
1044,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 11:24:09 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,none,1,NA,margaret,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,39,none,graduated_college,NA,NA,english,male,NA,5599,NA,The basketball is green.,1,1575303849164,0.9,NA,0,The basketball is orange.,custom_warmup
1044,How well does each of the sentences describe it? (Click on the slider to provide a rating),2,Mon Dec 02 2019 11:24:09 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,none,1,NA,margaret,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,39,none,graduated_college,NA,NA,english,male,NA,5518,NA,The chair is blue.,2,1575303849164,0.9,NA,52,The chair is yellow.,custom_warmup
1044,How well does each of these sentences describe it? (Click on the slider to provide a rating),95,Mon Dec 02 2019 11:24:09 GMT-0500 (Eastern Standard Time),images/dog-parade-basic2.png,0|1,dogs2,27,none,1,great dane,margaret,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,39,none,graduated_college,0,<b>That's a big great dane.</b>|<b>That great dane is big.</b>,english,male,0,15687,You and your friend see the following:,1,1,1575303849164,0.9,0,99,0,custom_slider1
1044,How well does each of these sentences describe it? (Click on the slider to provide a rating),96,Mon Dec 02 2019 11:24:09 GMT-0500 (Eastern Standard Time),images/bird-parade-basic.png,0|1,birds,27,none,1,eagle,margaret,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,39,none,graduated_college,0,<b>That's a big bird.</b>|<b>That bird is big.</b>,english,male,1,7523,You and your friend see the following:,1,2,1575303849164,0.9,0,98,0,custom_slider1
1044,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 11:24:09 GMT-0500 (Eastern Standard Time),images/fish-parade-basic.png,0|1,fish,27,none,1,goldfish,margaret,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,39,none,graduated_college,1,<b>That's a small fish.</b>|<b>That fish is small.</b>,english,male,1,20692,You and your friend see the following:,1,3,1575303849164,0.9,0,98,0,custom_slider1
1044,How well does each of these sentences describe it? (Click on the slider to provide a rating),73,Mon Dec 02 2019 11:24:09 GMT-0500 (Eastern Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,none,1,chihuahua,margaret,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,39,none,graduated_college,1,<b>That's a small chihuahua.</b>|<b>That chihuahua is small.</b>,english,male,0,11057,You and your friend see the following:,1,1,1575303849164,0.9,0,81,0,custom_slider2
1044,How well does each of these sentences describe it? (Click on the slider to provide a rating),76,Mon Dec 02 2019 11:24:09 GMT-0500 (Eastern Standard Time),images/tree-parade-basic.png,0|1,trees,27,none,1,sequoia,margaret,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,39,none,graduated_college,0,<b>That's a big tree.</b>|<b>That tree is big.</b>,english,male,1,12343,You and your friend see the following:,1,2,1575303849164,0.9,0,76,0,custom_slider2
1044,How well does each of these sentences describe it? (Click on the slider to provide a rating),80,Mon Dec 02 2019 11:24:09 GMT-0500 (Eastern Standard Time),images/flower-parade-basic.png,0|1,flowers,27,none,1,dandelion,margaret,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,39,none,graduated_college,1,<b>That's a small dandelion.</b>|<b>That dandelion is small.</b>,english,male,0,5510,You and your friend see the following:,1,3,1575303849164,0.9,0,90,0,custom_slider2
1043,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 09:21:46 GMT-0700 (Mountain Standard Time),NA,NA,NA,27,No,1,NA,jessica,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,61,"My perception of what you wanted changed, and I saw more nuance and had more self-doubt (do you mean the dog is big compared to all other dogs, or just to Dobermans?) as I went through the experiment.",graduated_college,NA,NA,English,female,NA,9980,NA,The basketball is green.,1,1575303706765,1,NA,0,The basketball is orange.,custom_warmup
1043,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Mon Dec 02 2019 09:21:46 GMT-0700 (Mountain Standard Time),NA,NA,NA,27,No,1,NA,jessica,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,61,"My perception of what you wanted changed, and I saw more nuance and had more self-doubt (do you mean the dog is big compared to all other dogs, or just to Dobermans?) as I went through the experiment.",graduated_college,NA,NA,English,female,NA,10675,NA,The chair is blue.,2,1575303706765,1,NA,13,The chair is yellow.,custom_warmup
1043,How well does each of these sentences describe it? (Click on the slider to provide a rating),81,Mon Dec 02 2019 09:21:46 GMT-0700 (Mountain Standard Time),images/flower-parade-basic.png,0|1,flowers,27,No,1,dandelion,jessica,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,61,"My perception of what you wanted changed, and I saw more nuance and had more self-doubt (do you mean the dog is big compared to all other dogs, or just to Dobermans?) as I went through the experiment.",graduated_college,1,<b>That's a small flower.</b>|<b>That flower is small.</b>,English,female,1,39524,You and your friend see the following:,1,1,1575303706765,1,0,81,0,custom_slider1
1043,How well does each of these sentences describe it? (Click on the slider to provide a rating),71,Mon Dec 02 2019 09:21:46 GMT-0700 (Mountain Standard Time),images/tree-parade-basic.png,0|1,trees,27,No,1,bonsai,jessica,very well,very bad,yes,You also see this bonsai.,warmup/bonsai.jpg,61,"My perception of what you wanted changed, and I saw more nuance and had more self-doubt (do you mean the dog is big compared to all other dogs, or just to Dobermans?) as I went through the experiment.",graduated_college,1,<b>That's a small bonsai.</b>|<b>That bonsai is small.</b>,English,female,0,22726,You and your friend see the following:,1,2,1575303706765,1,0,35,0,custom_slider1
1043,How well does each of these sentences describe it? (Click on the slider to provide a rating),60,Mon Dec 02 2019 09:21:46 GMT-0700 (Mountain Standard Time),images/fish-parade-basic.png,0|1,fish,27,No,1,goldfish,jessica,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,61,"My perception of what you wanted changed, and I saw more nuance and had more self-doubt (do you mean the dog is big compared to all other dogs, or just to Dobermans?) as I went through the experiment.",graduated_college,1,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,English,female,0,25842,You and your friend see the following:,1,3,1575303706765,1,0,40,0,custom_slider1
1043,How well does each of these sentences describe it? (Click on the slider to provide a rating),90,Mon Dec 02 2019 09:21:46 GMT-0700 (Mountain Standard Time),images/bird-parade-basic.png,0|1,birds,27,No,1,eagle,jessica,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,61,"My perception of what you wanted changed, and I saw more nuance and had more self-doubt (do you mean the dog is big compared to all other dogs, or just to Dobermans?) as I went through the experiment.",graduated_college,0,<b>That's a big eagle.</b>|<b>That eagle is big.</b>,English,female,0,14350,You and your friend see the following:,1,1,1575303706765,1,0,73,0,custom_slider2
1043,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 09:21:46 GMT-0700 (Mountain Standard Time),images/dog-parade-basic2.png,0|1,dogs2,27,No,1,great dane,jessica,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,61,"My perception of what you wanted changed, and I saw more nuance and had more self-doubt (do you mean the dog is big compared to all other dogs, or just to Dobermans?) as I went through the experiment.",graduated_college,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,female,1,17074,You and your friend see the following:,1,2,1575303706765,1,0,93,0,custom_slider2
1043,How well does each of these sentences describe it? (Click on the slider to provide a rating),55,Mon Dec 02 2019 09:21:46 GMT-0700 (Mountain Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,No,1,doberman,jessica,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,61,"My perception of what you wanted changed, and I saw more nuance and had more self-doubt (do you mean the dog is big compared to all other dogs, or just to Dobermans?) as I went through the experiment.",graduated_college,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,female,1,20010,You and your friend see the following:,1,3,1575303706765,1,0,55,0,custom_slider2
1042,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Mon Dec 02 2019 11:23:41 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,no,1,NA,margaret,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,37,NA,graduated_high_school,NA,NA,english,female,NA,8416,NA,The chair is blue.,1,1575303821613,1,NA,0,The chair is yellow.,custom_warmup
1042,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 11:23:41 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,no,1,NA,margaret,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,37,NA,graduated_high_school,NA,NA,english,female,NA,5870,NA,The basketball is green.,2,1575303821613,1,NA,0,The basketball is orange.,custom_warmup
1042,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 11:23:41 GMT-0500 (Eastern Standard Time),images/fish-parade-basic.png,1|0,fish,27,no,1,goldfish,margaret,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,37,NA,graduated_high_school,1,<b>That's a small fish.</b>|<b>That fish is small.</b>,english,female,1,7553,You and your friend see the following:,0,1,1575303821613,1,0,100,1,custom_slider1
1042,How well does each of these sentences describe it? (Click on the slider to provide a rating),33,Mon Dec 02 2019 11:23:41 GMT-0500 (Eastern Standard Time),images/dog-parade-basic2.png,1|0,dogs2,27,no,1,pug,margaret,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,37,NA,graduated_high_school,1,<b>That's a small pug.</b>|<b>That pug is small.</b>,english,female,0,10382,You and your friend see the following:,0,2,1575303821613,1,0,55,1,custom_slider1
1042,How well does each of these sentences describe it? (Click on the slider to provide a rating),79,Mon Dec 02 2019 11:23:41 GMT-0500 (Eastern Standard Time),images/dog-parade-basic.png,1|0,dogs1,27,no,1,doberman,margaret,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,37,NA,graduated_high_school,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,english,female,1,8226,You and your friend see the following:,0,3,1575303821613,1,0,96,1,custom_slider1
1042,How well does each of these sentences describe it? (Click on the slider to provide a rating),82,Mon Dec 02 2019 11:23:41 GMT-0500 (Eastern Standard Time),images/flower-parade-basic.png,1|0,flowers,27,no,1,dandelion,margaret,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,37,NA,graduated_high_school,1,<b>That's a small flower.</b>|<b>That flower is small.</b>,english,female,1,6017,You and your friend see the following:,0,1,1575303821613,1,0,95,1,custom_slider2
1042,How well does each of these sentences describe it? (Click on the slider to provide a rating),67,Mon Dec 02 2019 11:23:41 GMT-0500 (Eastern Standard Time),images/bird-parade-basic.png,1|0,birds,27,no,1,eagle,margaret,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,37,NA,graduated_high_school,0,<b>That's a big eagle.</b>|<b>That eagle is big.</b>,english,female,0,7257,You and your friend see the following:,0,2,1575303821613,1,0,82,1,custom_slider2
1042,How well does each of these sentences describe it? (Click on the slider to provide a rating),98,Mon Dec 02 2019 11:23:41 GMT-0500 (Eastern Standard Time),images/tree-parade-basic.png,1|0,trees,27,no,1,sequoia,margaret,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,37,NA,graduated_high_school,0,<b>That's a big sequoia.</b>|<b>That sequoia is big.</b>,english,female,0,9196,You and your friend see the following:,0,3,1575303821613,1,0,100,1,custom_slider2
1041,How well does each of the sentences describe it? (Click on the slider to provide a rating),3,Mon Dec 02 2019 11:18:30 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,No,2,NA,Linda,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,29,NA,graduated_college,NA,NA,English,male,NA,46239,NA,The chair is blue.,1,1575303510923,0.8,NA,3,The chair is yellow.,custom_warmup
1041,How well does each of the sentences describe it? (Click on the slider to provide a rating),97,Mon Dec 02 2019 11:18:30 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,No,2,NA,Linda,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,29,NA,graduated_college,NA,NA,English,male,NA,45520,NA,The basketball is green.,2,1575303510923,0.8,NA,3,The basketball is orange.,custom_warmup
1041,How well does each of these sentences describe it? (Click on the slider to provide a rating),18,Mon Dec 02 2019 11:18:30 GMT-0500 (Eastern Standard Time),images/bird-parade-basic.png,0|1,birds,27,No,2,hummingbird,Linda,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,29,NA,graduated_college,1,<b>That's a small hummingbird.</b>|<b>That hummingbird is small.</b>,English,male,0,27002,You and your friend see the following:,1,1,1575303510923,0.8,0,12,0,custom_slider1
1041,How well does each of these sentences describe it? (Click on the slider to provide a rating),3,Mon Dec 02 2019 11:18:30 GMT-0500 (Eastern Standard Time),images/fish-parade-basic.png,0|1,fish,27,No,2,goldfish,Linda,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,29,NA,graduated_college,1,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,English,male,0,12011,You and your friend see the following:,1,2,1575303510923,0.8,0,3,0,custom_slider1
1041,How well does each of these sentences describe it? (Click on the slider to provide a rating),97,Mon Dec 02 2019 11:18:30 GMT-0500 (Eastern Standard Time),images/dog-parade-basic2.png,0|1,dogs2,27,No,2,great dane,Linda,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,29,NA,graduated_college,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,male,1,19710,You and your friend see the following:,1,3,1575303510923,0.8,0,100,0,custom_slider1
1041,How well does each of these sentences describe it? (Click on the slider to provide a rating),0,Mon Dec 02 2019 11:18:30 GMT-0500 (Eastern Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,No,2,doberman,Linda,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,29,NA,graduated_college,0,<b>That's a big doberman.</b>|<b>That doberman is big.</b>,English,male,0,16279,You and your friend see the following:,1,1,1575303510923,0.8,0,89,0,custom_slider2
1041,How well does each of these sentences describe it? (Click on the slider to provide a rating),99,Mon Dec 02 2019 11:18:30 GMT-0500 (Eastern Standard Time),images/tree-parade-basic.png,0|1,trees,27,No,2,sequoia,Linda,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,29,NA,graduated_college,0,<b>That's a big tree.</b>|<b>That tree is big.</b>,English,male,1,25839,You and your friend see the following:,1,2,1575303510923,0.8,0,100,0,custom_slider2
1041,How well does each of these sentences describe it? (Click on the slider to provide a rating),93,Mon Dec 02 2019 11:18:30 GMT-0500 (Eastern Standard Time),images/flower-parade-basic.png,0|1,flowers,27,No,2,dandelion,Linda,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,29,NA,graduated_college,1,<b>That's a small flower.</b>|<b>That flower is small.</b>,English,male,1,12073,You and your friend see the following:,1,3,1575303510923,0.8,0,96,0,custom_slider2
1040,How well does each of the sentences describe it? (Click on the slider to provide a rating),84,Mon Dec 02 2019 11:21:51 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,No issues,1,NA,sarah,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,30,NA,graduated_college,NA,NA,English,male,NA,7840,NA,The basketball is green.,1,1575303711935,0.8,NA,0,The basketball is orange.,custom_warmup
1040,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Mon Dec 02 2019 11:21:51 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,No issues,1,NA,sarah,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,30,NA,graduated_college,NA,NA,English,male,NA,7175,NA,The chair is blue.,2,1575303711935,0.8,NA,0,The chair is yellow.,custom_warmup
1040,How well does each of these sentences describe it? (Click on the slider to provide a rating),72,Mon Dec 02 2019 11:21:51 GMT-0500 (Eastern Standard Time),images/bird-parade-basic.png,0|1,birds,27,No issues,1,hummingbird,sarah,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,30,NA,graduated_college,1,<b>That's a small hummingbird.</b>|<b>That hummingbird is small.</b>,English,male,0,8250,You and your friend see the following:,1,1,1575303711935,0.8,0,72,0,custom_slider1
1040,How well does each of these sentences describe it? (Click on the slider to provide a rating),27,Mon Dec 02 2019 11:21:51 GMT-0500 (Eastern Standard Time),images/flower-parade-basic.png,0|1,flowers,27,No issues,1,sunflower,sarah,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,30,NA,graduated_college,0,<b>That's a big flower.</b>|<b>That flower is big.</b>,English,male,1,11830,You and your friend see the following:,1,2,1575303711935,0.8,0,17,0,custom_slider1
1040,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 11:21:51 GMT-0500 (Eastern Standard Time),images/tree-parade-basic.png,0|1,trees,27,No issues,1,bonsai,sarah,very well,very bad,yes,You also see this bonsai.,warmup/bonsai.jpg,30,NA,graduated_college,1,<b>That's a small tree.</b>|<b>That tree is small.</b>,English,male,1,8137,You and your friend see the following:,1,3,1575303711935,0.8,0,100,0,custom_slider1
1040,How well does each of these sentences describe it? (Click on the slider to provide a rating),62,Mon Dec 02 2019 11:21:51 GMT-0500 (Eastern Standard Time),images/dog-parade-basic2.png,0|1,dogs2,27,No issues,1,great dane,sarah,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,30,NA,graduated_college,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,male,1,7680,You and your friend see the following:,1,1,1575303711935,0.8,0,57,0,custom_slider2
1040,How well does each of these sentences describe it? (Click on the slider to provide a rating),61,Mon Dec 02 2019 11:21:51 GMT-0500 (Eastern Standard Time),images/fish-parade-basic.png,0|1,fish,27,No issues,1,swordfish,sarah,very well,very bad,yes,You also see this swordfish.,warmup/swordfish.jpg,30,NA,graduated_college,0,<b>That's a big swordfish.</b>|<b>That swordfish is big.</b>,English,male,0,10185,You and your friend see the following:,1,2,1575303711935,0.8,0,56,0,custom_slider2
1040,How well does each of these sentences describe it? (Click on the slider to provide a rating),82,Mon Dec 02 2019 11:21:51 GMT-0500 (Eastern Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,No issues,1,chihuahua,sarah,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,30,NA,graduated_college,1,<b>That's a small chihuahua.</b>|<b>That chihuahua is small.</b>,English,male,0,6592,You and your friend see the following:,1,3,1575303711935,0.8,0,80,0,custom_slider2
1039,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Mon Dec 02 2019 10:17:11 GMT-0600 (Central Standard Time),NA,NA,NA,27,NA,2,NA,margaret,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,29,Thank you!,graduated_college,NA,NA,English,male,NA,8131,NA,The chair is blue.,1,1575303431470,0.8,NA,64,The chair is yellow.,custom_warmup
1039,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 10:17:11 GMT-0600 (Central Standard Time),NA,NA,NA,27,NA,2,NA,margaret,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,29,Thank you!,graduated_college,NA,NA,English,male,NA,5438,NA,The basketball is green.,2,1575303431470,0.8,NA,0,The basketball is orange.,custom_warmup
1039,How well does each of these sentences describe it? (Click on the slider to provide a rating),92,Mon Dec 02 2019 10:17:11 GMT-0600 (Central Standard Time),images/dog-parade-basic2.png,0|1,dogs2,27,NA,2,great dane,margaret,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,29,Thank you!,graduated_college,0,<b>That's a big great dane.</b>|<b>That great dane is big.</b>,English,male,0,16495,You and your friend see the following:,1,1,1575303431470,0.8,0,91,0,custom_slider1
1039,How well does each of these sentences describe it? (Click on the slider to provide a rating),64,Mon Dec 02 2019 10:17:11 GMT-0600 (Central Standard Time),images/flower-parade-basic.png,0|1,flowers,27,NA,2,dandelion,margaret,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,29,Thank you!,graduated_college,1,<b>That's a small flower.</b>|<b>That flower is small.</b>,English,male,1,15798,You and your friend see the following:,1,2,1575303431470,0.8,0,64,0,custom_slider1
