submission_id,question,response1,startDate,context_picture,sentence_order,domain,experiment_id,problems,enjoyment,hit_id,item,botresponse,assignment_id,option2,option1,understand,text,target,age,comments,education,target_size,worker_id,sentences,languages,sex,np,context,sentence2,trial_number,startTime,fairprice,congruence,response2,sentence1,trial_name
518,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 14:56:38 GMT-0400 (Eastern Daylight Time),images/dog-parade-basic.png,1|0,dogs1,14,no,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,chihuahua,Jennifer,32VNZTT0A8S58WSDQWJQ20ITPXYR4N,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,30,,some_college,1,AAQREZOK13OV7,<b>That's a small chihuahua.</b>|<b>That chihuahua is small.</b>,English,male,0,You and your friend see the following:,NA,3,1568228198471,.67,0,61,NA,custom_slider2
517,How well does each of the sentences describe it? (Click on the slider to provide a rating),85,Wed Sep 11 2019 14:52:48 GMT-0400 (Eastern Daylight Time),NA,NA,NA,14,,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,NA,barbara,38BQUHLA9XOIF9P3482IUZUO010MO5,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,23,,some_college,NA,A12E4Z8DBFUL29,NA,English,male,NA,NA,The basketball is green.,1,1568227968718,.6,NA,0,The basketball is orange.,custom_warmup
517,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Wed Sep 11 2019 14:52:48 GMT-0400 (Eastern Daylight Time),NA,NA,NA,14,,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,NA,barbara,38BQUHLA9XOIF9P3482IUZUO010MO5,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,23,,some_college,NA,A12E4Z8DBFUL29,NA,English,male,NA,NA,The chair is blue.,2,1568227968718,.6,NA,0,The chair is yellow.,custom_warmup
517,How well does each of these sentences describe it? (Click on the slider to provide a rating),31,Wed Sep 11 2019 14:52:48 GMT-0400 (Eastern Daylight Time),images/dog-parade-basic.png,0|1,dogs1,14,,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,doberman,barbara,38BQUHLA9XOIF9P3482IUZUO010MO5,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,23,,some_college,0,A12E4Z8DBFUL29,<b>That's a small doberman.</b>|<b>That doberman is small.</b>,English,male,0,You and your friend see the following:,NA,1,1568227968718,.6,1,27,NA,custom_slider1
517,How well does each of these sentences describe it? (Click on the slider to provide a rating),43,Wed Sep 11 2019 14:52:48 GMT-0400 (Eastern Daylight Time),images/fish-parade-basic.png,0|1,fish,14,,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,goldfish,barbara,38BQUHLA9XOIF9P3482IUZUO010MO5,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,23,,some_college,1,A12E4Z8DBFUL29,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,English,male,0,You and your friend see the following:,NA,2,1568227968718,.6,0,98,NA,custom_slider1
517,How well does each of these sentences describe it? (Click on the slider to provide a rating),78,Wed Sep 11 2019 14:52:48 GMT-0400 (Eastern Daylight Time),images/dog-parade-basic2.png,0|1,dogs2,14,,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,great dane,barbara,38BQUHLA9XOIF9P3482IUZUO010MO5,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,23,,some_college,0,A12E4Z8DBFUL29,<b>That's a small great dane.</b>|<b>That great dane is small.</b>,English,male,0,You and your friend see the following:,NA,3,1568227968718,.6,1,78,NA,custom_slider1
517,How well does each of these sentences describe it? (Click on the slider to provide a rating),37,Wed Sep 11 2019 14:52:48 GMT-0400 (Eastern Daylight Time),images/flower-parade-basic.png,0|1,flowers,14,,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,dandelion,barbara,38BQUHLA9XOIF9P3482IUZUO010MO5,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,23,,some_college,1,A12E4Z8DBFUL29,<b>That's a small flower.</b>|<b>That flower is small.</b>,English,male,1,You and your friend see the following:,NA,1,1568227968718,.6,0,37,NA,custom_slider2
517,How well does each of these sentences describe it? (Click on the slider to provide a rating),15,Wed Sep 11 2019 14:52:48 GMT-0400 (Eastern Daylight Time),images/bird-parade-basic.png,0|1,birds,14,,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,eagle,barbara,38BQUHLA9XOIF9P3482IUZUO010MO5,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,23,,some_college,0,A12E4Z8DBFUL29,<b>That's a small bird.</b>|<b>That bird is small.</b>,English,male,1,You and your friend see the following:,NA,2,1568227968718,.6,1,18,NA,custom_slider2
517,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 14:52:48 GMT-0400 (Eastern Daylight Time),images/tree-parade-basic.png,0|1,trees,14,,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,bonsai,barbara,38BQUHLA9XOIF9P3482IUZUO010MO5,very well,very bad,yes,You also see this bonsai.,warmup/bonsai.jpg,23,,some_college,1,A12E4Z8DBFUL29,<b>That's a small tree.</b>|<b>That tree is small.</b>,English,male,1,You and your friend see the following:,NA,3,1568227968718,.6,0,95,NA,custom_slider2
516,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Wed Sep 11 2019 14:51:22 GMT-0400 (Eastern Daylight Time),NA,NA,NA,14,None,1,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,NA,Mary,3ON104KXQLKAGS9ZPQTWPZQAHCDW4V,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,44,Thank you!,some_college,NA,A27CEAL8PWSAG5,NA,English,female,NA,NA,The chair is blue.,1,1568227882774,.60,NA,0,The chair is yellow.,custom_warmup
516,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 14:51:22 GMT-0400 (Eastern Daylight Time),NA,NA,NA,14,None,1,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,NA,Mary,3ON104KXQLKAGS9ZPQTWPZQAHCDW4V,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,44,Thank you!,some_college,NA,A27CEAL8PWSAG5,NA,English,female,NA,NA,The basketball is green.,2,1568227882774,.60,NA,0,The basketball is orange.,custom_warmup
516,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 14:51:22 GMT-0400 (Eastern Daylight Time),images/fish-parade-basic.png,1|0,fish,14,None,1,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,goldfish,Mary,3ON104KXQLKAGS9ZPQTWPZQAHCDW4V,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,44,Thank you!,some_college,1,A27CEAL8PWSAG5,<b>That's a small fish.</b>|<b>That fish is small.</b>,English,female,1,You and your friend see the following:,NA,1,1568227882774,.60,0,100,NA,custom_slider1
516,How well does each of these sentences describe it? (Click on the slider to provide a rating),11,Wed Sep 11 2019 14:51:22 GMT-0400 (Eastern Daylight Time),images/flower-parade-basic.png,1|0,flowers,14,None,1,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,sunflower,Mary,3ON104KXQLKAGS9ZPQTWPZQAHCDW4V,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,44,Thank you!,some_college,0,A27CEAL8PWSAG5,<b>That's a small sunflower.</b>|<b>That sunflower is small.</b>,English,female,0,You and your friend see the following:,NA,2,1568227882774,.60,1,9,NA,custom_slider1
516,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 14:51:22 GMT-0400 (Eastern Daylight Time),images/bird-parade-basic.png,1|0,birds,14,None,1,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,eagle,Mary,3ON104KXQLKAGS9ZPQTWPZQAHCDW4V,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,44,Thank you!,some_college,0,A27CEAL8PWSAG5,<b>That's a big eagle.</b>|<b>That eagle is big.</b>,English,female,0,You and your friend see the following:,NA,3,1568227882774,.60,0,100,NA,custom_slider1
516,How well does each of these sentences describe it? (Click on the slider to provide a rating),0,Wed Sep 11 2019 14:51:22 GMT-0400 (Eastern Daylight Time),images/dog-parade-basic.png,1|0,dogs1,14,None,1,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,chihuahua,Mary,3ON104KXQLKAGS9ZPQTWPZQAHCDW4V,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,44,Thank you!,some_college,1,A27CEAL8PWSAG5,<b>That's a big chihuahua.</b>|<b>That chihuahua is big.</b>,English,female,0,You and your friend see the following:,NA,1,1568227882774,.60,1,0,NA,custom_slider2
516,How well does each of these sentences describe it? (Click on the slider to provide a rating),3,Wed Sep 11 2019 14:51:22 GMT-0400 (Eastern Daylight Time),images/dog-parade-basic2.png,1|0,dogs2,14,None,1,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,pug,Mary,3ON104KXQLKAGS9ZPQTWPZQAHCDW4V,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,44,Thank you!,some_college,1,A27CEAL8PWSAG5,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,female,1,You and your friend see the following:,NA,2,1568227882774,.60,1,3,NA,custom_slider2
516,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 14:51:22 GMT-0400 (Eastern Daylight Time),images/tree-parade-basic.png,1|0,trees,14,None,1,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,sequoia,Mary,3ON104KXQLKAGS9ZPQTWPZQAHCDW4V,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,44,Thank you!,some_college,0,A27CEAL8PWSAG5,<b>That's a big tree.</b>|<b>That tree is big.</b>,English,female,1,You and your friend see the following:,NA,3,1568227882774,.60,0,100,NA,custom_slider2
515,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Wed Sep 11 2019 13:53:13 GMT-0500 (Central Daylight Time),NA,NA,NA,14,No,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,NA,mary,3300DTYQT35NOXA62N636WKF60UQEV,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,25,,graduated_college,NA,APGX2WZ59OWDN,NA,English,female,NA,NA,The chair is blue.,1,1568227993799,0.6,NA,0,The chair is yellow.,custom_warmup
515,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 13:53:13 GMT-0500 (Central Daylight Time),NA,NA,NA,14,No,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,NA,mary,3300DTYQT35NOXA62N636WKF60UQEV,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,25,,graduated_college,NA,APGX2WZ59OWDN,NA,English,female,NA,NA,The basketball is green.,2,1568227993799,0.6,NA,0,The basketball is orange.,custom_warmup
515,How well does each of these sentences describe it? (Click on the slider to provide a rating),0,Wed Sep 11 2019 13:53:13 GMT-0500 (Central Daylight Time),images/bird-parade-basic.png,0|1,birds,14,No,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,hummingbird,mary,3300DTYQT35NOXA62N636WKF60UQEV,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,25,,graduated_college,1,APGX2WZ59OWDN,<b>That's a big bird.</b>|<b>That bird is big.</b>,English,female,1,You and your friend see the following:,NA,1,1568227993799,0.6,1,0,NA,custom_slider1
515,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 13:53:13 GMT-0500 (Central Daylight Time),images/tree-parade-basic.png,0|1,trees,14,No,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,sequoia,mary,3300DTYQT35NOXA62N636WKF60UQEV,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,25,,graduated_college,0,APGX2WZ59OWDN,<b>That's a big tree.</b>|<b>That tree is big.</b>,English,female,1,You and your friend see the following:,NA,2,1568227993799,0.6,0,100,NA,custom_slider1
515,How well does each of these sentences describe it? (Click on the slider to provide a rating),0,Wed Sep 11 2019 13:53:13 GMT-0500 (Central Daylight Time),images/dog-parade-basic2.png,0|1,dogs2,14,No,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,great dane,mary,3300DTYQT35NOXA62N636WKF60UQEV,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,25,,graduated_college,0,APGX2WZ59OWDN,<b>That's a small dog.</b>|<b>That dog is small.</b>,English,female,1,You and your friend see the following:,NA,3,1568227993799,0.6,1,0,NA,custom_slider1
515,How well does each of these sentences describe it? (Click on the slider to provide a rating),53,Wed Sep 11 2019 13:53:13 GMT-0500 (Central Daylight Time),images/fish-parade-basic.png,0|1,fish,14,No,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,goldfish,mary,3300DTYQT35NOXA62N636WKF60UQEV,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,25,,graduated_college,1,APGX2WZ59OWDN,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,English,female,0,You and your friend see the following:,NA,1,1568227993799,0.6,0,80,NA,custom_slider2
515,How well does each of these sentences describe it? (Click on the slider to provide a rating),11,Wed Sep 11 2019 13:53:13 GMT-0500 (Central Daylight Time),images/dog-parade-basic.png,0|1,dogs1,14,No,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,doberman,mary,3300DTYQT35NOXA62N636WKF60UQEV,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,25,,graduated_college,0,APGX2WZ59OWDN,<b>That's a small doberman.</b>|<b>That doberman is small.</b>,English,female,0,You and your friend see the following:,NA,2,1568227993799,0.6,1,0,NA,custom_slider2
515,How well does each of these sentences describe it? (Click on the slider to provide a rating),85,Wed Sep 11 2019 13:53:13 GMT-0500 (Central Daylight Time),images/flower-parade-basic.png,0|1,flowers,14,No,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,dandelion,mary,3300DTYQT35NOXA62N636WKF60UQEV,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,25,,graduated_college,1,APGX2WZ59OWDN,<b>That's a small dandelion.</b>|<b>That dandelion is small.</b>,English,female,0,You and your friend see the following:,NA,3,1568227993799,0.6,0,95,NA,custom_slider2
514,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Wed Sep 11 2019 11:52:20 GMT-0700 (Pacific Daylight Time),NA,NA,NA,14,,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,NA,sarah,3ZSY5X72NYZ9CP2V9GYZGYOY6OYORU,very well,very bad,,Imagine you see this chair.,warmup/purple-chair.png,24,,graduated_high_school,NA,A3SMQNSK314EFB,NA,english,male,NA,NA,The chair is blue.,1,1568227940284,0.60,NA,0,The chair is yellow.,custom_warmup
514,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 11:52:20 GMT-0700 (Pacific Daylight Time),NA,NA,NA,14,,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,NA,sarah,3ZSY5X72NYZ9CP2V9GYZGYOY6OYORU,very well,very bad,,Imagine you see this basketball.,warmup/basketball.png,24,,graduated_high_school,NA,A3SMQNSK314EFB,NA,english,male,NA,NA,The basketball is green.,2,1568227940284,0.60,NA,0,The basketball is orange.,custom_warmup
514,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 11:52:20 GMT-0700 (Pacific Daylight Time),images/flower-parade-basic.png,1|0,flowers,14,,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,sunflower,sarah,3ZSY5X72NYZ9CP2V9GYZGYOY6OYORU,very well,very bad,,You also see this sunflower.,warmup/sunflower.png,24,,graduated_high_school,0,A3SMQNSK314EFB,<b>That's a big sunflower.</b>|<b>That sunflower is big.</b>,english,male,0,You and your friend see the following:,NA,1,1568227940284,0.60,0,100,NA,custom_slider1
514,How well does each of these sentences describe it? (Click on the slider to provide a rating),88,Wed Sep 11 2019 11:52:20 GMT-0700 (Pacific Daylight Time),images/fish-parade-basic.png,1|0,fish,14,,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,goldfish,sarah,3ZSY5X72NYZ9CP2V9GYZGYOY6OYORU,very well,very bad,,You also see this goldfish.,warmup/goldfish.png,24,,graduated_high_school,1,A3SMQNSK314EFB,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,english,male,0,You and your friend see the following:,NA,2,1568227940284,0.60,0,100,NA,custom_slider1
514,How well does each of these sentences describe it? (Click on the slider to provide a rating),0,Wed Sep 11 2019 11:52:20 GMT-0700 (Pacific Daylight Time),images/dog-parade-basic2.png,1|0,dogs2,14,,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,pug,sarah,3ZSY5X72NYZ9CP2V9GYZGYOY6OYORU,very well,very bad,,You also see this pug.,warmup/pug.jpg,24,,graduated_high_school,1,A3SMQNSK314EFB,<b>That's a big pug.</b>|<b>That pug is big.</b>,english,male,0,You and your friend see the following:,NA,3,1568227940284,0.60,1,2,NA,custom_slider1
514,How well does each of these sentences describe it? (Click on the slider to provide a rating),0,Wed Sep 11 2019 11:52:20 GMT-0700 (Pacific Daylight Time),images/tree-parade-basic.png,1|0,trees,14,,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,sequoia,sarah,3ZSY5X72NYZ9CP2V9GYZGYOY6OYORU,very well,very bad,,You also see this sequoia.,warmup/sequoia.png,24,,graduated_high_school,0,A3SMQNSK314EFB,<b>That's a small tree.</b>|<b>That tree is small.</b>,english,male,1,You and your friend see the following:,NA,1,1568227940284,0.60,1,0,NA,custom_slider2
514,How well does each of these sentences describe it? (Click on the slider to provide a rating),0,Wed Sep 11 2019 11:52:20 GMT-0700 (Pacific Daylight Time),images/bird-parade-basic.png,1|0,birds,14,,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,eagle,sarah,3ZSY5X72NYZ9CP2V9GYZGYOY6OYORU,very well,very bad,,You also see this eagle.,warmup/eagle.jpg,24,,graduated_high_school,0,A3SMQNSK314EFB,<b>That's a small bird.</b>|<b>That bird is small.</b>,english,male,1,You and your friend see the following:,NA,2,1568227940284,0.60,1,0,NA,custom_slider2
514,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 11:52:20 GMT-0700 (Pacific Daylight Time),images/dog-parade-basic.png,1|0,dogs1,14,,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,chihuahua,sarah,3ZSY5X72NYZ9CP2V9GYZGYOY6OYORU,very well,very bad,,You also see this chihuahua.,warmup/chihuahua.jpg,24,,graduated_high_school,1,A3SMQNSK314EFB,<b>That's a small dog.</b>|<b>That dog is small.</b>,english,male,1,You and your friend see the following:,NA,3,1568227940284,0.60,0,100,NA,custom_slider2
513,How well does each of the sentences describe it? (Click on the slider to provide a rating),95,Wed Sep 11 2019 14:50:56 GMT-0400 (Eastern Daylight Time),NA,NA,NA,14,,2,30P8I9JKOI9CA2F1NJ28K5HMI6PV5C,NA,Margaret ,37U1UTWH9WA6RXFF2Z93JCYYRJUR8U,very well,very bad,,Imagine you see this basketball.,warmup/basketball.png,,,graduated_college,NA,A2RVDEU138ZF9P,NA,English,male,NA,NA,The basketball is green.,1,1568227856720,0.60,NA,0,The basketball is orange.,custom_warmup
513,How well does each of the sentences describe it? (Click on the slider to provide a rating),37,Wed Sep 11 2019 14:50:56 GMT-0400 (Eastern Daylight Time),NA,NA,NA,14,,2,30P8I9JKOI9CA2F1NJ28K5HMI6PV5C,NA,Margaret ,37U1UTWH9WA6RXFF2Z93JCYYRJUR8U,very well,very bad,,Imagine you see this chair.,warmup/purple-chair.png,,,graduated_college,NA,A2RVDEU138ZF9P,NA,English,male,NA,NA,The chair is blue.,2,1568227856720,0.60,NA,56,The chair is yellow.,custom_warmup
513,How well does each of these sentences describe it? (Click on the slider to provide a rating),19,Wed Sep 11 2019 14:50:56 GMT-0400 (Eastern Daylight Time),images/fish-parade-basic.png,0|1,fish,14,,2,30P8I9JKOI9CA2F1NJ28K5HMI6PV5C,goldfish,Margaret ,37U1UTWH9WA6RXFF2Z93JCYYRJUR8U,very well,very bad,,You also see this goldfish.,warmup/goldfish.png,,,graduated_college,1,A2RVDEU138ZF9P,<b>That's a big goldfish.</b>|<b>That goldfish is big.</b>,English,male,0,You and your friend see the following:,NA,1,1568227856720,0.60,1,45,NA,custom_slider1
513,How well does each of these sentences describe it? (Click on the slider to provide a rating),30,Wed Sep 11 2019 14:50:56 GMT-0400 (Eastern Daylight Time),images/bird-parade-basic.png,0|1,birds,14,,2,30P8I9JKOI9CA2F1NJ28K5HMI6PV5C,eagle,Margaret ,37U1UTWH9WA6RXFF2Z93JCYYRJUR8U,very well,very bad,,You also see this eagle.,warmup/eagle.jpg,,,graduated_college,0,A2RVDEU138ZF9P,<b>That's a small bird.</b>|<b>That bird is small.</b>,English,male,1,You and your friend see the following:,NA,2,1568227856720,0.60,1,74,NA,custom_slider1
513,How well does each of these sentences describe it? (Click on the slider to provide a rating),25,Wed Sep 11 2019 14:50:56 GMT-0400 (Eastern Daylight Time),images/dog-parade-basic2.png,0|1,dogs2,14,,2,30P8I9JKOI9CA2F1NJ28K5HMI6PV5C,great dane,Margaret ,37U1UTWH9WA6RXFF2Z93JCYYRJUR8U,very well,very bad,,You also see this great dane.,warmup/great-dane.jpg,,,graduated_college,0,A2RVDEU138ZF9P,<b>That's a big great dane.</b>|<b>That great dane is big.</b>,English,male,0,You and your friend see the following:,NA,3,1568227856720,0.60,0,73,NA,custom_slider1
513,How well does each of these sentences describe it? (Click on the slider to provide a rating),68,Wed Sep 11 2019 14:50:56 GMT-0400 (Eastern Daylight Time),images/flower-parade-basic.png,0|1,flowers,14,,2,30P8I9JKOI9CA2F1NJ28K5HMI6PV5C,sunflower,Margaret ,37U1UTWH9WA6RXFF2Z93JCYYRJUR8U,very well,very bad,,You also see this sunflower.,warmup/sunflower.png,,,graduated_college,0,A2RVDEU138ZF9P,<b>That's a small sunflower.</b>|<b>That sunflower is small.</b>,English,male,0,You and your friend see the following:,NA,1,1568227856720,0.60,1,28,NA,custom_slider2
513,How well does each of these sentences describe it? (Click on the slider to provide a rating),26,Wed Sep 11 2019 14:50:56 GMT-0400 (Eastern Daylight Time),images/tree-parade-basic.png,0|1,trees,14,,2,30P8I9JKOI9CA2F1NJ28K5HMI6PV5C,bonsai,Margaret ,37U1UTWH9WA6RXFF2Z93JCYYRJUR8U,very well,very bad,,You also see this bonsai.,warmup/bonsai.jpg,,,graduated_college,1,A2RVDEU138ZF9P,<b>That's a small tree.</b>|<b>That tree is small.</b>,English,male,1,You and your friend see the following:,NA,2,1568227856720,0.60,0,71,NA,custom_slider2
513,How well does each of these sentences describe it? (Click on the slider to provide a rating),64,Wed Sep 11 2019 14:50:56 GMT-0400 (Eastern Daylight Time),images/dog-parade-basic.png,0|1,dogs1,14,,2,30P8I9JKOI9CA2F1NJ28K5HMI6PV5C,chihuahua,Margaret ,37U1UTWH9WA6RXFF2Z93JCYYRJUR8U,very well,very bad,,You also see this chihuahua.,warmup/chihuahua.jpg,,,graduated_college,1,A2RVDEU138ZF9P,<b>That's a small dog.</b>|<b>That dog is small.</b>,English,male,1,You and your friend see the following:,NA,3,1568227856720,0.60,0,43,NA,custom_slider2
512,How well does each of the sentences describe it? (Click on the slider to provide a rating),46,Wed Sep 11 2019 11:47:07 GMT-0700 (Pacific Daylight Time),NA,NA,NA,14,,1,36BTXXLZ2VW2LCUK0UEOEGM5X4HR4A,NA,mary,3MMN5BL1W0STTKWHLAIQ6WWD5A3M39,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,23,,graduated_college,NA,A1PUHCEBSOWETV,NA,English,male,NA,NA,The chair is blue.,1,1568227627623,.60,NA,78,The chair is yellow.,custom_warmup
512,How well does each of the sentences describe it? (Click on the slider to provide a rating),52,Wed Sep 11 2019 11:47:07 GMT-0700 (Pacific Daylight Time),NA,NA,NA,14,,1,36BTXXLZ2VW2LCUK0UEOEGM5X4HR4A,NA,mary,3MMN5BL1W0STTKWHLAIQ6WWD5A3M39,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,23,,graduated_college,NA,A1PUHCEBSOWETV,NA,English,male,NA,NA,The basketball is green.,2,1568227627623,.60,NA,88,The basketball is orange.,custom_warmup
512,How well does each of these sentences describe it? (Click on the slider to provide a rating),55,Wed Sep 11 2019 11:47:07 GMT-0700 (Pacific Daylight Time),images/fish-parade-basic.png,0|1,fish,14,,1,36BTXXLZ2VW2LCUK0UEOEGM5X4HR4A,goldfish,mary,3MMN5BL1W0STTKWHLAIQ6WWD5A3M39,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,23,,graduated_college,1,A1PUHCEBSOWETV,<b>That's a big goldfish.</b>|<b>That goldfish is big.</b>,English,male,0,You and your friend see the following:,NA,1,1568227627623,.60,1,93,NA,custom_slider1
512,How well does each of these sentences describe it? (Click on the slider to provide a rating),69,Wed Sep 11 2019 11:47:07 GMT-0700 (Pacific Daylight Time),images/tree-parade-basic.png,0|1,trees,14,,1,36BTXXLZ2VW2LCUK0UEOEGM5X4HR4A,bonsai,mary,3MMN5BL1W0STTKWHLAIQ6WWD5A3M39,very well,very bad,yes,You also see this bonsai.,warmup/bonsai.jpg,23,,graduated_college,1,A1PUHCEBSOWETV,<b>That's a big tree.</b>|<b>That tree is big.</b>,English,male,1,You and your friend see the following:,NA,2,1568227627623,.60,1,94,NA,custom_slider1
512,How well does each of these sentences describe it? (Click on the slider to provide a rating),46,Wed Sep 11 2019 11:47:07 GMT-0700 (Pacific Daylight Time),images/dog-parade-basic2.png,0|1,dogs2,14,,1,36BTXXLZ2VW2LCUK0UEOEGM5X4HR4A,great dane,mary,3MMN5BL1W0STTKWHLAIQ6WWD5A3M39,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,23,,graduated_college,0,A1PUHCEBSOWETV,<b>That's a big great dane.</b>|<b>That great dane is big.</b>,English,male,0,You and your friend see the following:,NA,3,1568227627623,.60,0,73,NA,custom_slider1
512,How well does each of these sentences describe it? (Click on the slider to provide a rating),54,Wed Sep 11 2019 11:47:07 GMT-0700 (Pacific Daylight Time),images/dog-parade-basic.png,0|1,dogs1,14,,1,36BTXXLZ2VW2LCUK0UEOEGM5X4HR4A,chihuahua,mary,3MMN5BL1W0STTKWHLAIQ6WWD5A3M39,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,23,,graduated_college,1,A1PUHCEBSOWETV,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,male,1,You and your friend see the following:,NA,1,1568227627623,.60,1,0,NA,custom_slider2
512,How well does each of these sentences describe it? (Click on the slider to provide a rating),71,Wed Sep 11 2019 11:47:07 GMT-0700 (Pacific Daylight Time),images/flower-parade-basic.png,0|1,flowers,14,,1,36BTXXLZ2VW2LCUK0UEOEGM5X4HR4A,sunflower,mary,3MMN5BL1W0STTKWHLAIQ6WWD5A3M39,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,23,,graduated_college,0,A1PUHCEBSOWETV,<b>That's a big flower.</b>|<b>That flower is big.</b>,English,male,1,You and your friend see the following:,NA,2,1568227627623,.60,0,95,NA,custom_slider2
