submission_id,question,response1,startDate,context_picture,sentence_order,domain,experiment_id,problems,enjoyment,item,botresponse,option2,option1,understand,text,target,age,comments,education,target_size,sentences,languages,sex,np,RT,context,sentence2,trial_number,startTime,fairprice,congruence,response2,sentence1,trial_name
955,How well does each of these sentences describe it? (Click on the slider to provide a rating),35,Fri Nov 29 2019 14:32:45 GMT-0600 (Central Standard Time),images/flower-parade-basic.png,0|1,flowers,27,No,2,sunflower,sarah,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,37,NA,graduated_high_school,0,<b>That's a big sunflower.</b>|<b>That sunflower is big.</b>,English,male,0,24479,You and your friend see the following:,1,1,1575059565267,0.8,0,36,0,custom_slider2
955,How well does each of these sentences describe it? (Click on the slider to provide a rating),0,Fri Nov 29 2019 14:32:45 GMT-0600 (Central Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,No,2,chihuahua,sarah,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,37,NA,graduated_high_school,1,<b>That's a small chihuahua.</b>|<b>That chihuahua is small.</b>,English,male,0,18752,You and your friend see the following:,1,2,1575059565267,0.8,0,0,0,custom_slider2
955,How well does each of these sentences describe it? (Click on the slider to provide a rating),93,Fri Nov 29 2019 14:32:45 GMT-0600 (Central Standard Time),images/bird-parade-basic.png,0|1,birds,27,No,2,hummingbird,sarah,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,37,NA,graduated_high_school,1,<b>That's a small bird.</b>|<b>That bird is small.</b>,English,male,1,20343,You and your friend see the following:,1,3,1575059565267,0.8,0,74,0,custom_slider2
963,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Fri Nov 29 2019 14:37:32 GMT-0600 (Central Standard Time),NA,NA,NA,27,no,2,NA,sarah,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,35,thanks :),some_college,NA,NA,english,male,NA,5926,NA,The chair is blue.,1,1575059852808,0.89,NA,0,The chair is yellow.,custom_warmup
963,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:37:32 GMT-0600 (Central Standard Time),NA,NA,NA,27,no,2,NA,sarah,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,35,thanks :),some_college,NA,NA,english,male,NA,3962,NA,The basketball is green.,2,1575059852808,0.89,NA,0,The basketball is orange.,custom_warmup
963,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:37:32 GMT-0600 (Central Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,no,2,chihuahua,sarah,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,35,thanks :),some_college,1,<b>That's a small chihuahua.</b>|<b>That chihuahua is small.</b>,english,male,0,6326,You and your friend see the following:,1,1,1575059852808,0.89,0,100,0,custom_slider1
963,How well does each of these sentences describe it? (Click on the slider to provide a rating),59,Fri Nov 29 2019 14:37:32 GMT-0600 (Central Standard Time),images/tree-parade-basic.png,0|1,trees,27,no,2,sequoia,sarah,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,35,thanks :),some_college,0,<b>That's a big tree.</b>|<b>That tree is big.</b>,english,male,1,9850,You and your friend see the following:,1,2,1575059852808,0.89,0,69,0,custom_slider1
963,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:37:32 GMT-0600 (Central Standard Time),images/dog-parade-basic2.png,NA,dogs2,27,no,2,pug,sarah,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,35,thanks :),some_college,1,<b>That's a small dog.</b>|<b>That dog is small.</b>,english,male,1,3651,You and your friend see the following:,1,3,1575059852808,0.89,0,100,0,custom_slider1
963,How well does each of these sentences describe it? (Click on the slider to provide a rating),99,Fri Nov 29 2019 14:37:32 GMT-0600 (Central Standard Time),images/bird-parade-basic.png,0|1,birds,27,no,2,eagle,sarah,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,35,thanks :),some_college,0,<b>That's a big eagle.</b>|<b>That eagle is big.</b>,english,male,0,3815,You and your friend see the following:,1,1,1575059852808,0.89,0,70,0,custom_slider2
963,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:37:32 GMT-0600 (Central Standard Time),images/flower-parade-basic.png,0|1,flowers,27,no,2,sunflower,sarah,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,35,thanks :),some_college,0,<b>That's a big flower.</b>|<b>That flower is big.</b>,english,male,1,3346,You and your friend see the following:,1,2,1575059852808,0.89,0,34,0,custom_slider2
963,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:37:32 GMT-0600 (Central Standard Time),images/fish-parade-basic.png,0|1,fish,27,no,2,goldfish,sarah,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,35,thanks :),some_college,1,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,english,male,0,3527,You and your friend see the following:,1,3,1575059852808,0.89,0,99,0,custom_slider2
996,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Fri Nov 29 2019 12:48:03 GMT-0800 (Pacific Standard Time),NA,NA,NA,27,NA,NA,NA,Barbara,very well,very bad,NA,Imagine you see this chair.,warmup/purple-chair.png,NA,NA,NA,NA,NA,NA,NA,NA,4281,NA,The chair is blue.,1,1575060483986,NA,NA,44,The chair is yellow.,custom_warmup
996,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 12:48:03 GMT-0800 (Pacific Standard Time),NA,NA,NA,27,NA,NA,NA,Barbara,very well,very bad,NA,Imagine you see this basketball.,warmup/basketball.png,NA,NA,NA,NA,NA,NA,NA,NA,7778,NA,The basketball is green.,2,1575060483986,NA,NA,0,The basketball is orange.,custom_warmup
996,How well does each of these sentences describe it? (Click on the slider to provide a rating),58,Fri Nov 29 2019 12:48:03 GMT-0800 (Pacific Standard Time),images/flower-parade-basic.png,1|0,flowers,27,NA,NA,dandelion,Barbara,very well,very bad,NA,You also see this dandelion.,warmup/dandelion.jpg,NA,NA,NA,1,<b>That's a small flower.</b>|<b>That flower is small.</b>,NA,NA,1,4818,You and your friend see the following:,0,1,1575060483986,NA,0,58,1,custom_slider1
996,How well does each of these sentences describe it? (Click on the slider to provide a rating),60,Fri Nov 29 2019 12:48:03 GMT-0800 (Pacific Standard Time),images/tree-parade-basic.png,1|0,trees,27,NA,NA,bonsai,Barbara,very well,very bad,NA,You also see this bonsai.,warmup/bonsai.jpg,NA,NA,NA,1,<b>That's a small bonsai.</b>|<b>That bonsai is small.</b>,NA,NA,0,4622,You and your friend see the following:,0,2,1575060483986,NA,0,70,1,custom_slider1
996,How well does each of these sentences describe it? (Click on the slider to provide a rating),75,Fri Nov 29 2019 12:48:03 GMT-0800 (Pacific Standard Time),images/fish-parade-basic.png,1|0,fish,27,NA,NA,swordfish,Barbara,very well,very bad,NA,You also see this swordfish.,warmup/swordfish.jpg,NA,NA,NA,0,<b>That's a big fish.</b>|<b>That fish is big.</b>,NA,NA,1,3141,You and your friend see the following:,0,3,1575060483986,NA,0,81,1,custom_slider1
996,How well does each of these sentences describe it? (Click on the slider to provide a rating),57,Fri Nov 29 2019 12:48:03 GMT-0800 (Pacific Standard Time),images/dog-parade-basic.png,1|0,dogs1,27,NA,NA,doberman,Barbara,very well,very bad,NA,You also see this doberman.,warmup/doberman.png,NA,NA,NA,0,<b>That's a big doberman.</b>|<b>That doberman is big.</b>,NA,NA,0,4481,You and your friend see the following:,0,1,1575060483986,NA,0,55,1,custom_slider2
996,How well does each of these sentences describe it? (Click on the slider to provide a rating),33,Fri Nov 29 2019 12:48:03 GMT-0800 (Pacific Standard Time),images/dog-parade-basic2.png,NA,dogs2,27,NA,NA,great dane,Barbara,very well,very bad,NA,You also see this great dane.,warmup/great-dane.jpg,NA,NA,NA,0,<b>That's a big great dane.</b>|<b>That great dane is big.</b>,NA,NA,0,3088,You and your friend see the following:,0,2,1575060483986,NA,0,43,1,custom_slider2
996,How well does each of these sentences describe it? (Click on the slider to provide a rating),60,Fri Nov 29 2019 12:48:03 GMT-0800 (Pacific Standard Time),images/bird-parade-basic.png,1|0,birds,27,NA,NA,hummingbird,Barbara,very well,very bad,NA,You also see this hummingbird.,warmup/colibri.jpg,NA,NA,NA,1,<b>That's a small bird.</b>|<b>That bird is small.</b>,NA,NA,1,5307,You and your friend see the following:,0,3,1575060483986,NA,0,60,1,custom_slider2
1007,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Fri Nov 29 2019 12:53:08 GMT-0800 (Pacific Standard Time),NA,NA,NA,27,No problems here.,2,NA,jessica,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,34,"Was a fun study, easy to navigate and well paid thank you and happy holidays!",some_college,NA,NA,English,male,NA,28729,NA,The chair is blue.,1,1575060788234,0.8,NA,10,The chair is yellow.,custom_warmup
1007,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 12:53:08 GMT-0800 (Pacific Standard Time),NA,NA,NA,27,No problems here.,2,NA,jessica,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,34,"Was a fun study, easy to navigate and well paid thank you and happy holidays!",some_college,NA,NA,English,male,NA,6616,NA,The basketball is green.,2,1575060788234,0.8,NA,0,The basketball is orange.,custom_warmup
1007,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 12:53:08 GMT-0800 (Pacific Standard Time),images/fish-parade-basic.png,1|0,fish,27,No problems here.,2,goldfish,jessica,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,34,"Was a fun study, easy to navigate and well paid thank you and happy holidays!",some_college,1,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,English,male,0,30173,You and your friend see the following:,0,1,1575060788234,0.8,0,95,1,custom_slider1
1007,How well does each of these sentences describe it? (Click on the slider to provide a rating),96,Fri Nov 29 2019 12:53:08 GMT-0800 (Pacific Standard Time),images/tree-parade-basic.png,1|0,trees,27,No problems here.,2,sequoia,jessica,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,34,"Was a fun study, easy to navigate and well paid thank you and happy holidays!",some_college,0,<b>That's a big tree.</b>|<b>That tree is big.</b>,English,male,1,27191,You and your friend see the following:,0,2,1575060788234,0.8,0,90,1,custom_slider1
1007,How well does each of these sentences describe it? (Click on the slider to provide a rating),94,Fri Nov 29 2019 12:53:08 GMT-0800 (Pacific Standard Time),images/bird-parade-basic.png,1|0,birds,27,No problems here.,2,eagle,jessica,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,34,"Was a fun study, easy to navigate and well paid thank you and happy holidays!",some_college,0,<b>That's a big bird.</b>|<b>That bird is big.</b>,English,male,1,18476,You and your friend see the following:,0,3,1575060788234,0.8,0,92,1,custom_slider1
1007,How well does each of these sentences describe it? (Click on the slider to provide a rating),95,Fri Nov 29 2019 12:53:08 GMT-0800 (Pacific Standard Time),images/dog-parade-basic.png,1|0,dogs1,27,No problems here.,2,chihuahua,jessica,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,34,"Was a fun study, easy to navigate and well paid thank you and happy holidays!",some_college,1,<b>That's a small chihuahua.</b>|<b>That chihuahua is small.</b>,English,male,0,11372,You and your friend see the following:,0,1,1575060788234,0.8,0,84,1,custom_slider2
1007,How well does each of these sentences describe it? (Click on the slider to provide a rating),99,Fri Nov 29 2019 12:53:08 GMT-0800 (Pacific Standard Time),images/flower-parade-basic.png,1|0,flowers,27,No problems here.,2,dandelion,jessica,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,34,"Was a fun study, easy to navigate and well paid thank you and happy holidays!",some_college,1,<b>That's a small dandelion.</b>|<b>That dandelion is small.</b>,English,male,0,19814,You and your friend see the following:,0,2,1575060788234,0.8,0,85,1,custom_slider2
1007,How well does each of these sentences describe it? (Click on the slider to provide a rating),95,Fri Nov 29 2019 12:53:08 GMT-0800 (Pacific Standard Time),images/dog-parade-basic2.png,NA,dogs2,27,No problems here.,2,great dane,jessica,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,34,"Was a fun study, easy to navigate and well paid thank you and happy holidays!",some_college,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,male,1,8966,You and your friend see the following:,0,3,1575060788234,0.8,0,88,1,custom_slider2
958,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Fri Nov 29 2019 12:36:08 GMT-0800 (Pacific Standard Time),NA,NA,NA,27,No problems.,1,NA,Linda,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,51,NA,graduated_college,NA,NA,English,female,NA,10319,NA,The chair is blue.,1,1575059768369,0.8,NA,17,The chair is yellow.,custom_warmup
958,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 12:36:08 GMT-0800 (Pacific Standard Time),NA,NA,NA,27,No problems.,1,NA,Linda,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,51,NA,graduated_college,NA,NA,English,female,NA,8614,NA,The basketball is green.,2,1575059768369,0.8,NA,0,The basketball is orange.,custom_warmup
958,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 12:36:08 GMT-0800 (Pacific Standard Time),images/tree-parade-basic.png,0|1,trees,27,No problems.,1,sequoia,Linda,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,51,NA,graduated_college,0,<b>That's a big tree.</b>|<b>That tree is big.</b>,English,female,1,15681,You and your friend see the following:,1,1,1575059768369,0.8,0,100,0,custom_slider1
958,How well does each of these sentences describe it? (Click on the slider to provide a rating),73,Fri Nov 29 2019 12:36:08 GMT-0800 (Pacific Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,No problems.,1,chihuahua,Linda,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,51,NA,graduated_college,1,<b>That's a small chihuahua.</b>|<b>That chihuahua is small.</b>,English,female,0,10640,You and your friend see the following:,1,2,1575059768369,0.8,0,100,0,custom_slider1
958,How well does each of these sentences describe it? (Click on the slider to provide a rating),38,Fri Nov 29 2019 12:36:08 GMT-0800 (Pacific Standard Time),images/flower-parade-basic.png,0|1,flowers,27,No problems.,1,sunflower,Linda,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,51,NA,graduated_college,0,<b>That's a big sunflower.</b>|<b>That sunflower is big.</b>,English,female,0,10832,You and your friend see the following:,1,3,1575059768369,0.8,0,30,0,custom_slider1
958,How well does each of these sentences describe it? (Click on the slider to provide a rating),79,Fri Nov 29 2019 12:36:08 GMT-0800 (Pacific Standard Time),images/dog-parade-basic2.png,NA,dogs2,27,No problems.,1,great dane,Linda,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,51,NA,graduated_college,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,female,1,9591,You and your friend see the following:,1,1,1575059768369,0.8,0,83,0,custom_slider2
958,How well does each of these sentences describe it? (Click on the slider to provide a rating),61,Fri Nov 29 2019 12:36:08 GMT-0800 (Pacific Standard Time),images/bird-parade-basic.png,0|1,birds,27,No problems.,1,hummingbird,Linda,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,51,NA,graduated_college,1,<b>That's a small hummingbird.</b>|<b>That hummingbird is small.</b>,English,female,0,8996,You and your friend see the following:,1,2,1575059768369,0.8,0,64,0,custom_slider2
958,How well does each of these sentences describe it? (Click on the slider to provide a rating),81,Fri Nov 29 2019 12:36:08 GMT-0800 (Pacific Standard Time),images/fish-parade-basic.png,0|1,fish,27,No problems.,1,goldfish,Linda,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,51,NA,graduated_college,1,<b>That's a small fish.</b>|<b>That fish is small.</b>,English,female,1,9397,You and your friend see the following:,1,3,1575059768369,0.8,0,81,0,custom_slider2
997,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Fri Nov 29 2019 19:50:45 GMT-0800 (Pacific Standard Time),NA,NA,NA,27,Nothing,2,NA,Mary,very well,very bad,NA,Imagine you see this chair.,warmup/purple-chair.png,NA,NA,NA,NA,NA,English,NA,NA,14208,NA,The chair is blue.,1,1575085845551,1.1,NA,98,The chair is yellow.,custom_warmup
997,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 19:50:45 GMT-0800 (Pacific Standard Time),NA,NA,NA,27,Nothing,2,NA,Mary,very well,very bad,NA,Imagine you see this basketball.,warmup/basketball.png,NA,NA,NA,NA,NA,English,NA,NA,7222,NA,The basketball is green.,2,1575085845551,1.1,NA,2,The basketball is orange.,custom_warmup
997,How well does each of these sentences describe it? (Click on the slider to provide a rating),74,Fri Nov 29 2019 19:50:45 GMT-0800 (Pacific Standard Time),images/bird-parade-basic.png,0|1,birds,27,Nothing,2,eagle,Mary,very well,very bad,NA,You also see this eagle.,warmup/eagle.jpg,NA,NA,NA,0,<b>That's a big eagle.</b>|<b>That eagle is big.</b>,English,NA,0,29522,You and your friend see the following:,1,1,1575085845551,1.1,0,42,0,custom_slider1
997,How well does each of these sentences describe it? (Click on the slider to provide a rating),60,Fri Nov 29 2019 19:50:45 GMT-0800 (Pacific Standard Time),images/fish-parade-basic.png,0|1,fish,27,Nothing,2,goldfish,Mary,very well,very bad,NA,You also see this goldfish.,warmup/goldfish.png,NA,NA,NA,1,<b>That's a small fish.</b>|<b>That fish is small.</b>,English,NA,1,10778,You and your friend see the following:,1,2,1575085845551,1.1,0,28,0,custom_slider1
997,How well does each of these sentences describe it? (Click on the slider to provide a rating),69,Fri Nov 29 2019 19:50:45 GMT-0800 (Pacific Standard Time),images/flower-parade-basic.png,0|1,flowers,27,Nothing,2,dandelion,Mary,very well,very bad,NA,You also see this dandelion.,warmup/dandelion.jpg,NA,NA,NA,1,<b>That's a small flower.</b>|<b>That flower is small.</b>,English,NA,1,14348,You and your friend see the following:,1,3,1575085845551,1.1,0,28,0,custom_slider1
997,How well does each of these sentences describe it? (Click on the slider to provide a rating),42,Fri Nov 29 2019 19:50:45 GMT-0800 (Pacific Standard Time),images/tree-parade-basic.png,0|1,trees,27,Nothing,2,sequoia,Mary,very well,very bad,NA,You also see this sequoia.,warmup/sequoia.png,NA,NA,NA,0,<b>That's a big tree.</b>|<b>That tree is big.</b>,English,NA,1,11832,You and your friend see the following:,1,1,1575085845551,1.1,0,21,0,custom_slider2
997,How well does each of these sentences describe it? (Click on the slider to provide a rating),74,Fri Nov 29 2019 19:50:45 GMT-0800 (Pacific Standard Time),images/dog-parade-basic2.png,NA,dogs2,27,Nothing,2,pug,Mary,very well,very bad,NA,You also see this pug.,warmup/pug.jpg,NA,NA,NA,1,<b>That's a small pug.</b>|<b>That pug is small.</b>,English,NA,0,13203,You and your friend see the following:,1,2,1575085845551,1.1,0,50,0,custom_slider2
997,How well does each of these sentences describe it? (Click on the slider to provide a rating),80,Fri Nov 29 2019 19:50:45 GMT-0800 (Pacific Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,Nothing,2,doberman,Mary,very well,very bad,NA,You also see this doberman.,warmup/doberman.png,NA,NA,NA,0,<b>That's a big doberman.</b>|<b>That doberman is big.</b>,English,NA,0,7470,You and your friend see the following:,1,3,1575085845551,1.1,0,43,0,custom_slider2
1009,How well does each of the sentences describe it? (Click on the slider to provide a rating),77,Sat Nov 30 2019 02:26:13 GMT+0530 (India Standard Time),NA,NA,NA,27,No any problems of this study,2,NA,Mary,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,32,very interesting,graduated_college,NA,NA,English,male,NA,5219,NA,The chair is blue.,1,1575060973257,20,NA,89,The chair is yellow.,custom_warmup
1009,How well does each of the sentences describe it? (Click on the slider to provide a rating),72,Sat Nov 30 2019 02:26:13 GMT+0530 (India Standard Time),NA,NA,NA,27,No any problems of this study,2,NA,Mary,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,32,very interesting,graduated_college,NA,NA,English,male,NA,3479,NA,The basketball is green.,2,1575060973257,20,NA,90,The basketball is orange.,custom_warmup
1009,How well does each of these sentences describe it? (Click on the slider to provide a rating),89,Sat Nov 30 2019 02:26:13 GMT+0530 (India Standard Time),images/bird-parade-basic.png,0|1,birds,27,No any problems of this study,2,eagle,Mary,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,32,very interesting,graduated_college,0,<b>That's a big eagle.</b>|<b>That eagle is big.</b>,English,male,0,7672,You and your friend see the following:,1,1,1575060973257,20,0,72,0,custom_slider1
1009,How well does each of these sentences describe it? (Click on the slider to provide a rating),87,Sat Nov 30 2019 02:26:13 GMT+0530 (India Standard Time),images/flower-parade-basic.png,0|1,flowers,27,No any problems of this study,2,dandelion,Mary,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,32,very interesting,graduated_college,1,<b>That's a small flower.</b>|<b>That flower is small.</b>,English,male,1,3502,You and your friend see the following:,1,2,1575060973257,20,0,80,0,custom_slider1
1009,How well does each of these sentences describe it? (Click on the slider to provide a rating),70,Sat Nov 30 2019 02:26:13 GMT+0530 (India Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,No any problems of this study,2,chihuahua,Mary,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,32,very interesting,graduated_college,1,<b>That's a small chihuahua.</b>|<b>That chihuahua is small.</b>,English,male,0,5530,You and your friend see the following:,1,3,1575060973257,20,0,91,0,custom_slider1
1009,How well does each of these sentences describe it? (Click on the slider to provide a rating),87,Sat Nov 30 2019 02:26:13 GMT+0530 (India Standard Time),images/fish-parade-basic.png,0|1,fish,27,No any problems of this study,2,swordfish,Mary,very well,very bad,yes,You also see this swordfish.,warmup/swordfish.jpg,32,very interesting,graduated_college,0,<b>That's a big swordfish.</b>|<b>That swordfish is big.</b>,English,male,0,3254,You and your friend see the following:,1,1,1575060973257,20,0,75,0,custom_slider2
1009,How well does each of these sentences describe it? (Click on the slider to provide a rating),89,Sat Nov 30 2019 02:26:13 GMT+0530 (India Standard Time),images/tree-parade-basic.png,0|1,trees,27,No any problems of this study,2,bonsai,Mary,very well,very bad,yes,You also see this bonsai.,warmup/bonsai.jpg,32,very interesting,graduated_college,1,<b>That's a small tree.</b>|<b>That tree is small.</b>,English,male,1,5633,You and your friend see the following:,1,2,1575060973257,20,0,73,0,custom_slider2
1009,How well does each of these sentences describe it? (Click on the slider to provide a rating),74,Sat Nov 30 2019 02:26:13 GMT+0530 (India Standard Time),images/dog-parade-basic2.png,NA,dogs2,27,No any problems of this study,2,great dane,Mary,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,32,very interesting,graduated_college,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,male,1,4967,You and your friend see the following:,1,3,1575060973257,20,0,91,0,custom_slider2
964,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:35:17 GMT-0600 (Central Standard Time),NA,NA,NA,27,no,1,NA,Susan,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,37,NA,graduated_high_school,NA,NA,English,female,NA,14128,NA,The basketball is green.,1,1575059717622,0.8,NA,0,The basketball is orange.,custom_warmup
964,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Fri Nov 29 2019 14:35:17 GMT-0600 (Central Standard Time),NA,NA,NA,27,no,1,NA,Susan,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,37,NA,graduated_high_school,NA,NA,English,female,NA,18350,NA,The chair is blue.,2,1575059717622,0.8,NA,0,The chair is yellow.,custom_warmup
964,How well does each of these sentences describe it? (Click on the slider to provide a rating),97,Fri Nov 29 2019 14:35:17 GMT-0600 (Central Standard Time),images/flower-parade-basic.png,0|1,flowers,27,no,1,sunflower,Susan,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,37,NA,graduated_high_school,0,<b>That's a big sunflower.</b>|<b>That sunflower is big.</b>,English,female,0,17705,You and your friend see the following:,1,1,1575059717622,0.8,0,99,0,custom_slider1
964,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:35:17 GMT-0600 (Central Standard Time),images/bird-parade-basic.png,0|1,birds,27,no,1,hummingbird,Susan,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,37,NA,graduated_high_school,1,<b>That's a small bird.</b>|<b>That bird is small.</b>,English,female,1,9792,You and your friend see the following:,1,2,1575059717622,0.8,0,100,0,custom_slider1
964,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:35:17 GMT-0600 (Central Standard Time),images/tree-parade-basic.png,0|1,trees,27,no,1,bonsai,Susan,very well,very bad,yes,You also see this bonsai.,warmup/bonsai.jpg,37,NA,graduated_high_school,1,<b>That's a small tree.</b>|<b>That tree is small.</b>,English,female,1,11728,You and your friend see the following:,1,3,1575059717622,0.8,0,100,0,custom_slider1
964,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:35:17 GMT-0600 (Central Standard Time),images/dog-parade-basic2.png,NA,dogs2,27,no,1,great dane,Susan,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,37,NA,graduated_high_school,0,<b>That's a big great dane.</b>|<b>That great dane is big.</b>,English,female,0,10288,You and your friend see the following:,1,1,1575059717622,0.8,0,100,0,custom_slider2
964,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:35:17 GMT-0600 (Central Standard Time),images/fish-parade-basic.png,0|1,fish,27,no,1,swordfish,Susan,very well,very bad,yes,You also see this swordfish.,warmup/swordfish.jpg,37,NA,graduated_high_school,0,<b>That's a big swordfish.</b>|<b>That swordfish is big.</b>,English,female,0,14064,You and your friend see the following:,1,2,1575059717622,0.8,0,100,0,custom_slider2
964,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:35:17 GMT-0600 (Central Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,no,1,chihuahua,Susan,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,37,NA,graduated_high_school,1,<b>That's a small dog.</b>|<b>That dog is small.</b>,English,female,1,19039,You and your friend see the following:,1,3,1575059717622,0.8,0,100,0,custom_slider2
998,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 19:52:32 GMT-0800 (Pacific Standard Time),NA,NA,NA,27,No,1,NA,Jennifer,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,29,Good,graduated_college,NA,NA,English,male,NA,5136,NA,The basketball is green.,1,1575085952642,1,NA,0,The basketball is orange.,custom_warmup
998,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Fri Nov 29 2019 19:52:32 GMT-0800 (Pacific Standard Time),NA,NA,NA,27,No,1,NA,Jennifer,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,29,Good,graduated_college,NA,NA,English,male,NA,8567,NA,The chair is blue.,2,1575085952642,1,NA,100,The chair is yellow.,custom_warmup
998,How well does each of these sentences describe it? (Click on the slider to provide a rating),56,Fri Nov 29 2019 19:52:32 GMT-0800 (Pacific Standard Time),images/fish-parade-basic.png,0|1,fish,27,No,1,goldfish,Jennifer,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,29,Good,graduated_college,1,<b>That's a small fish.</b>|<b>That fish is small.</b>,English,male,1,6981,You and your friend see the following:,1,1,1575085952642,1,0,68,0,custom_slider1
998,How well does each of these sentences describe it? (Click on the slider to provide a rating),49,Fri Nov 29 2019 19:52:32 GMT-0800 (Pacific Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,No,1,doberman,Jennifer,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,29,Good,graduated_college,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,male,1,4884,You and your friend see the following:,1,2,1575085952642,1,0,78,0,custom_slider1
